gene,id,Disease-OMIM,Type,OMIM_ID,Mondo,Severity
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
